Customer_ID,Age,Account_Balance,Monthly_Spending,Investment_Portfolio_Value,Risk_Score,Sector_Exposure,High_Value_Transactions,Loan_Amount,Credit_Score,Investment_Return_Rate,Predicted_Risk,Suggested_Product,Preferred_Sector,Investment_Horizon,Global_Event_Impact,Engagement_Score,Profitability_Score
CUST2822,35,37001.75,9041.9,99921.46,Low,"Finance, Healthcare, Consumer Goods",9,13139.54,380,7.44,Medium,Retirement Plan,Consumer Goods,Short-Term,High,83,High
CUST5065,43,22184.2,6569.14,76711.33,High,Finance,9,12145.06,590,9.54,Low,Investment Account,Real Estate,Short-Term,High,81,Low
CUST2855,29,21611.65,3598.13,78796.25,Medium,"Materials, Utilities, Healthcare",3,3700.77,651,7.76,High,Savings Account,Consumer Goods,Medium-Term,High,61,Low
CUST7404,34,20507.42,7291.04,14512.53,High,Real Estate,4,28830.6,381,5.91,Medium,Pension Fund,Real Estate,Long-Term,High,93,Low
CUST4978,50,41961.82,3202.81,98945.16,Low,"Industrials, Technology, Healthcare",5,21855.77,824,7.03,Low,Credit Card,Real Estate,Short-Term,Moderate,77,Low
CUST8437,22,41894.58,8904.16,33769.11,High,Industrials,2,19597.35,670,7.15,Medium,Mortgage,Healthcare,Medium-Term,Low,57,Low
CUST2602,28,41728.36,6520.14,23159.0,Low,"Industrials, Finance",7,11288.99,524,1.08,Medium,Credit Card,Technology,Medium-Term,Moderate,100,High
CUST5422,29,47460.77,2788.46,53901.01,Medium,"Real Estate, Energy",8,3166.27,810,9.54,High,Retirement Plan,Industrials,Long-Term,High,92,Low
CUST8395,62,21470.4,8485.92,95285.85,High,"Real Estate, Utilities",6,13126.99,531,0.45,Low,Wealth Management,Real Estate,Medium-Term,Low,82,High
CUST4729,41,39508.17,3078.98,8273.27,Low,"Technology, Healthcare, Finance",5,29433.78,526,3.59,High,Savings Account,Materials,Medium-Term,Moderate,86,Low
CUST3135,48,49065.81,2998.85,6564.92,High,"Finance, Utilities, Real Estate",6,17431.87,735,5.6,Low,Retirement Plan,Technology,Short-Term,Low,61,Low
CUST2471,50,4876.18,9428.6,24034.96,Medium,"Finance, Industrials",1,10686.86,834,2.67,Medium,Mortgage,Finance,Short-Term,Moderate,74,Medium
CUST2753,63,11656.25,3103.01,98383.37,High,"Finance, Consumer Goods",8,14072.69,782,7.33,High,Wealth Management,Consumer Goods,Long-Term,High,51,High
CUST9080,24,30733.66,9462.86,84202.64,Low,"Finance, Healthcare, Utilities",9,16132.68,828,2.39,Medium,Credit Card,Technology,Medium-Term,Moderate,62,Low
CUST7916,58,44387.28,8330.97,78330.41,High,Finance,0,12136.97,669,0.87,Medium,Credit Card,Consumer Goods,Short-Term,Low,52,Low
CUST7699,68,32451.48,8071.23,24219.31,Medium,"Materials, Utilities",5,3802.62,542,6.21,High,Credit Card,Healthcare,Long-Term,Low,83,High
CUST3142,44,18720.57,8283.92,54417.28,High,Consumer Goods,4,10573.12,722,3.62,Low,Mortgage,Healthcare,Medium-Term,Low,64,Medium
CUST5058,59,11897.15,9635.36,19746.15,Low,"Technology, Healthcare",4,7593.0,669,9.55,High,Savings Account,Technology,Short-Term,High,65,High
CUST1253,25,41305.15,4436.0,64756.48,Medium,"Materials, Finance, Industrials",3,3057.07,763,3.04,Low,Mortgage,Utilities,Medium-Term,Moderate,64,High
CUST6814,31,13491.11,5707.74,77012.76,High,Healthcare,9,14011.56,615,8.06,High,Mortgage,Energy,Medium-Term,Moderate,54,Low
CUST8005,37,14340.84,1718.21,98259.48,High,"Consumer Goods, Utilities",3,22007.78,592,9.39,High,Credit Card,Industrials,Short-Term,High,53,High
CUST9795,44,23868.11,4934.06,95636.8,Low,"Technology, Consumer Goods",9,29677.11,762,9.69,Medium,Mortgage,Energy,Long-Term,Low,82,High
CUST3366,39,16468.27,9008.61,85652.23,High,"Technology, Consumer Goods",4,24757.51,374,6.91,High,Retirement Plan,Industrials,Short-Term,High,63,Medium
CUST6516,31,1172.42,8267.85,35780.94,Low,"Real Estate, Energy",6,24331.58,716,9.05,High,Retirement Plan,Technology,Long-Term,Moderate,75,Medium
CUST2179,57,12289.4,3490.98,20413.99,High,"Technology, Finance, Energy",7,7009.39,706,0.15,Medium,Pension Fund,Technology,Medium-Term,High,98,Medium
CUST8929,19,1368.93,1884.92,1566.91,High,Consumer Goods,8,7790.16,443,6.04,High,Mortgage,Healthcare,Short-Term,Moderate,59,Low
CUST9270,23,31786.71,1369.22,25305.33,Medium,"Finance, Materials",9,28196.15,662,1.23,Low,Savings Account,Utilities,Medium-Term,High,93,Medium
CUST5320,59,3749.89,685.56,85801.46,Low,"Consumer Goods, Industrials",6,15656.79,603,0.71,Low,Retirement Plan,Technology,Short-Term,High,53,High
CUST9301,66,33517.46,4238.12,90432.83,Medium,Real Estate,0,1890.03,532,4.01,Low,Wealth Management,Utilities,Medium-Term,Low,77,Low
CUST6424,57,33174.42,888.23,50010.28,Low,"Materials, Healthcare",8,29968.89,315,7.31,High,Pension Fund,Materials,Short-Term,Moderate,89,Low
CUST3630,38,30439.54,6503.88,72271.67,High,"Real Estate, Consumer Goods, Healthcare",1,7874.05,441,1.98,Low,Credit Card,Consumer Goods,Long-Term,Low,64,Low
CUST3132,51,43964.85,4655.16,38716.88,Low,"Real Estate, Energy, Consumer Goods",9,12402.42,578,3.67,Medium,Investment Account,Materials,Short-Term,Moderate,57,High
CUST8637,43,30505.17,8205.79,72514.98,Medium,"Consumer Goods, Technology",8,11835.61,541,9.08,Medium,Investment Account,Materials,Short-Term,High,79,Medium
CUST8243,68,13952.2,3558.45,97110.77,Medium,"Real Estate, Energy",8,16761.52,336,8.7,High,Savings Account,Materials,Long-Term,High,69,High
CUST8978,59,18672.33,1056.43,27856.09,Low,"Finance, Healthcare, Technology",3,2705.5,793,3.7,Medium,Retirement Plan,Utilities,Medium-Term,Moderate,100,Medium
CUST8369,36,2802.1,1304.28,52079.33,Low,"Finance, Real Estate, Utilities",9,6903.37,761,6.98,Medium,Retirement Plan,Industrials,Medium-Term,Moderate,67,Low
CUST1653,28,34976.43,1884.49,72002.78,High,"Technology, Finance",4,22545.72,403,7.02,High,Wealth Management,Utilities,Short-Term,Low,88,Medium
CUST2861,44,19290.49,1507.33,14180.75,High,"Energy, Technology",0,8282.35,332,1.3,Low,Savings Account,Materials,Long-Term,Low,100,High
CUST2837,42,26876.7,5512.58,85810.96,Low,"Industrials, Energy, Finance",5,25792.6,368,2.38,Low,Credit Card,Energy,Long-Term,Low,90,High
CUST4477,58,38457.1,5919.53,31145.25,Low,"Utilities, Energy",5,21052.15,677,7.94,Low,Investment Account,Healthcare,Short-Term,High,62,Low
CUST9598,54,22671.43,6574.85,13035.18,Medium,"Technology, Energy",5,5696.76,545,8.88,High,Personal Loan,Consumer Goods,Long-Term,High,92,Medium
CUST7575,20,46651.7,6961.02,69134.03,Medium,"Industrials, Energy",1,11002.56,510,9.72,Medium,Mortgage,Healthcare,Medium-Term,High,50,High
CUST3065,66,41609.52,6071.44,9346.21,High,"Materials, Healthcare",8,11263.54,578,9.72,Low,Mortgage,Energy,Long-Term,Moderate,53,Medium
CUST7724,51,8303.39,2659.37,36116.2,Medium,"Finance, Consumer Goods",7,18861.46,360,4.81,High,Savings Account,Materials,Short-Term,Low,96,Low
CUST2875,39,31818.15,6919.45,36409.26,High,"Technology, Industrials, Materials",3,27172.77,532,8.85,High,Personal Loan,Real Estate,Medium-Term,High,86,Medium
CUST5793,45,4697.7,6216.31,9117.88,Low,"Industrials, Technology",3,16813.66,684,3.53,Low,Wealth Management,Finance,Medium-Term,Moderate,99,High
CUST1245,47,29025.16,6067.44,32717.37,Medium,Finance,8,5638.49,547,5.36,High,Pension Fund,Energy,Long-Term,Moderate,66,Medium
CUST8653,48,45606.02,4144.85,46929.43,High,"Real Estate, Utilities, Energy",8,20383.5,399,8.55,High,Wealth Management,Real Estate,Medium-Term,High,60,High
CUST3224,48,1670.27,3160.63,26050.16,Low,"Real Estate, Healthcare",1,6856.4,386,4.59,High,Personal Loan,Energy,Short-Term,High,58,High
CUST4899,63,19538.56,1298.73,96157.36,High,Energy,10,13956.75,648,3.86,Medium,Credit Card,Consumer Goods,Long-Term,Low,52,High
CUST3357,35,23711.16,7914.84,32947.33,Low,Energy,4,18006.48,705,9.99,High,Pension Fund,Consumer Goods,Medium-Term,Low,50,High
CUST8077,21,41939.08,2115.51,87695.18,High,"Materials, Technology",9,11051.24,386,8.82,Low,Savings Account,Energy,Long-Term,Low,88,Medium
CUST6756,28,38380.95,7153.33,83040.48,Medium,Materials,4,21940.29,333,1.27,Medium,Credit Card,Consumer Goods,Short-Term,Moderate,89,Medium
CUST1784,27,1581.22,9415.8,4466.27,Medium,Consumer Goods,5,5018.55,521,8.24,High,Personal Loan,Healthcare,Short-Term,High,84,High
CUST9954,67,12449.04,8917.02,34191.12,Medium,Industrials,6,29654.47,628,5.09,Medium,Wealth Management,Materials,Short-Term,Low,78,Low
CUST6904,25,18928.48,7621.05,85897.4,High,"Finance, Industrials",6,11746.98,366,6.2,Low,Retirement Plan,Finance,Medium-Term,Low,56,Medium
CUST1881,42,23818.11,9416.81,11478.67,Medium,"Materials, Industrials",3,17088.44,602,9.03,Low,Retirement Plan,Finance,Short-Term,Low,62,Medium
CUST2752,64,29488.41,7324.71,87578.74,Low,Technology,0,29750.24,326,7.71,Low,Savings Account,Real Estate,Medium-Term,Low,82,Medium
CUST1332,61,39599.76,6310.42,63215.86,High,"Industrials, Finance, Real Estate",10,26377.08,821,0.87,Low,Personal Loan,Technology,Short-Term,High,51,Low
CUST3024,34,18283.83,8677.87,20609.99,High,"Consumer Goods, Industrials",3,11588.78,317,8.57,High,Savings Account,Industrials,Long-Term,Low,62,Low
CUST2069,68,29380.39,1072.78,76127.5,Medium,"Real Estate, Technology",2,11501.4,696,5.52,Medium,Credit Card,Industrials,Long-Term,High,55,Low
CUST8764,43,18570.84,1812.7,37182.38,Medium,"Consumer Goods, Technology, Materials",7,16482.89,337,7.62,Low,Mortgage,Industrials,Long-Term,Low,81,Low
CUST3551,53,34189.28,6474.91,18597.83,Medium,"Consumer Goods, Real Estate",7,985.38,617,8.18,High,Pension Fund,Utilities,Long-Term,High,84,Low
CUST4402,24,22025.28,4166.01,22751.49,High,Materials,6,853.89,524,9.35,Low,Mortgage,Healthcare,Short-Term,High,97,Medium
CUST4415,59,24508.04,5210.68,22550.94,Low,Utilities,0,17255.87,402,2.58,Low,Investment Account,Technology,Short-Term,High,70,Low
CUST3606,58,3918.56,6466.87,92565.22,High,Utilities,10,21429.91,801,5.62,High,Investment Account,Materials,Long-Term,High,91,Medium
CUST3880,49,35610.51,7789.98,18589.18,High,"Real Estate, Finance, Materials",4,3970.15,680,2.46,Medium,Personal Loan,Finance,Short-Term,High,66,Medium
CUST2151,28,21805.02,4213.43,68281.77,Low,Finance,2,24476.31,803,4.94,High,Investment Account,Materials,Short-Term,Low,100,High
CUST8147,56,1511.75,6807.2,13155.54,High,"Industrials, Technology, Finance",8,20093.58,525,7.85,High,Investment Account,Consumer Goods,Long-Term,High,73,High
CUST4669,43,47720.14,5402.49,45736.33,Medium,"Healthcare, Industrials, Technology",10,3535.16,532,3.93,Low,Wealth Management,Technology,Short-Term,Moderate,64,High
CUST1708,22,41381.53,1041.91,9934.22,Medium,Utilities,6,20016.06,493,8.33,Low,Savings Account,Industrials,Medium-Term,Moderate,88,High
CUST3983,18,34366.26,8337.49,95009.56,Low,Utilities,5,14829.18,798,3.56,High,Credit Card,Technology,Short-Term,Low,75,Low
CUST9909,18,39311.44,2250.41,51905.69,High,"Technology, Industrials",3,17493.99,667,2.13,Medium,Retirement Plan,Consumer Goods,Long-Term,Low,77,High
CUST3389,18,31849.87,4792.37,39872.17,High,"Consumer Goods, Materials",5,5218.94,341,9.88,High,Investment Account,Energy,Short-Term,Low,72,High
CUST4124,55,1231.19,6877.81,34953.64,High,"Industrials, Real Estate",0,22629.82,708,6.56,High,Pension Fund,Healthcare,Long-Term,Low,78,Medium
CUST5068,19,3776.56,3176.88,17519.8,High,"Finance, Materials",6,14619.75,350,3.58,Low,Personal Loan,Finance,Medium-Term,Low,73,High
CUST5576,58,8437.86,3159.95,69647.26,Low,"Energy, Consumer Goods, Healthcare",6,26151.07,387,1.53,High,Pension Fund,Real Estate,Long-Term,Low,59,Low
CUST3517,26,2492.25,4920.44,79086.97,Low,Finance,0,2176.92,658,0.09,Medium,Mortgage,Utilities,Medium-Term,Low,76,Low
CUST5840,27,46708.11,6305.66,31437.45,High,"Materials, Industrials",1,24080.65,679,0.53,Medium,Investment Account,Industrials,Short-Term,Low,94,High
CUST4854,40,41150.5,5849.82,50459.57,Low,"Industrials, Healthcare, Real Estate",10,15982.49,540,2.35,Medium,Savings Account,Utilities,Medium-Term,High,71,Low
CUST1215,24,40870.39,7544.25,25022.6,High,"Industrials, Technology",2,22925.34,697,3.16,Medium,Investment Account,Utilities,Medium-Term,Low,50,Low
CUST9271,66,4697.73,2363.21,9322.44,High,"Technology, Consumer Goods, Materials",10,22802.81,578,6.59,Low,Pension Fund,Energy,Medium-Term,Low,92,Low
CUST6471,38,9533.66,3752.1,20854.65,Medium,Consumer Goods,3,21716.12,349,8.56,Medium,Investment Account,Real Estate,Medium-Term,Moderate,77,Medium
CUST7921,32,43353.3,4221.75,98874.23,Low,"Real Estate, Utilities",10,23559.01,359,5.88,High,Investment Account,Materials,Short-Term,High,64,Medium
CUST8818,43,21090.04,9131.01,67028.27,Medium,Industrials,6,3143.94,331,5.13,Low,Retirement Plan,Materials,Short-Term,High,74,Low
CUST6860,32,39205.37,7050.15,50468.84,Low,"Real Estate, Materials",5,12406.6,491,4.01,High,Wealth Management,Energy,Short-Term,Low,88,Low
CUST3646,38,14519.78,3117.41,2700.57,Medium,"Utilities, Materials",7,1836.49,611,8.63,Low,Retirement Plan,Healthcare,Medium-Term,High,93,Medium
CUST2874,18,11863.64,1647.7,11549.55,Low,"Consumer Goods, Utilities, Finance",10,21742.65,712,8.53,Medium,Credit Card,Technology,Medium-Term,High,83,Medium
CUST6557,27,29975.31,4345.05,50104.3,Medium,Healthcare,4,19141.03,631,0.02,High,Pension Fund,Real Estate,Medium-Term,High,88,Low
CUST8279,57,26110.16,8970.06,95890.65,Medium,Energy,0,26998.7,499,2.63,Low,Investment Account,Real Estate,Short-Term,High,53,Low
CUST4883,68,39355.39,3754.1,39260.38,High,"Industrials, Materials",5,782.49,616,5.62,High,Mortgage,Materials,Short-Term,Moderate,93,Medium
CUST4878,62,42394.3,9759.65,58374.33,Low,"Utilities, Energy, Healthcare",5,21086.53,751,4.53,Low,Wealth Management,Industrials,Medium-Term,Low,78,Low
CUST5736,57,2743.46,4915.16,10488.48,Medium,Consumer Goods,5,15225.39,795,9.42,High,Pension Fund,Real Estate,Long-Term,High,82,Low
CUST3688,25,46797.7,7796.38,66566.89,High,"Consumer Goods, Utilities, Finance",1,7800.41,376,9.54,High,Investment Account,Materials,Long-Term,Low,63,Low
CUST7643,68,15798.21,2528.69,99393.52,High,"Healthcare, Finance",4,27978.43,387,8.95,Low,Investment Account,Finance,Medium-Term,Moderate,89,High
CUST3424,20,43485.76,8623.03,91812.73,Low,"Materials, Industrials, Real Estate",8,6480.24,761,2.21,Medium,Retirement Plan,Healthcare,Medium-Term,High,76,Medium
CUST6857,37,17535.9,7527.43,77149.59,High,"Consumer Goods, Real Estate",8,26945.6,569,5.1,Low,Credit Card,Healthcare,Medium-Term,Low,69,Low
CUST6282,53,25503.22,3234.13,64648.98,Medium,"Energy, Utilities, Technology",9,5912.54,426,4.51,Medium,Mortgage,Finance,Short-Term,High,82,Low
CUST5074,37,44450.66,7169.27,46327.46,Medium,"Technology, Real Estate, Finance",4,21152.67,429,4.18,High,Investment Account,Industrials,Short-Term,High,68,Medium
CUST8780,24,39644.71,5858.67,39363.3,High,"Energy, Industrials",1,25625.32,498,6.92,High,Mortgage,Materials,Long-Term,Low,53,High
CUST7797,56,24220.32,7818.87,29180.17,Low,"Materials, Consumer Goods",4,5510.18,633,3.05,Low,Mortgage,Technology,Short-Term,Low,79,Medium
CUST2137,43,28380.64,8207.96,65985.2,Low,"Healthcare, Utilities",4,10165.82,677,5.37,Low,Wealth Management,Utilities,Long-Term,High,86,Medium
CUST2683,49,2914.3,2264.57,88253.99,Medium,Finance,1,22850.07,634,0.47,Medium,Wealth Management,Industrials,Long-Term,High,73,High
CUST3461,63,29489.34,2518.06,92504.47,Medium,Finance,10,14953.96,779,3.98,Medium,Savings Account,Technology,Short-Term,Low,100,Medium
CUST3040,43,11746.8,4659.28,56853.1,High,"Energy, Real Estate, Healthcare",4,25980.71,722,5.66,High,Savings Account,Healthcare,Medium-Term,High,52,High
CUST8582,34,4184.44,3575.08,47124.54,Medium,"Healthcare, Industrials",8,12102.34,709,9.63,High,Personal Loan,Utilities,Long-Term,High,57,High
CUST1547,34,29140.11,3749.57,44699.91,Low,Energy,2,25776.91,705,1.53,High,Pension Fund,Finance,Medium-Term,Low,63,High
CUST5351,19,34195.77,8277.89,59651.26,High,"Utilities, Real Estate, Technology",6,11972.28,821,1.49,Low,Credit Card,Real Estate,Short-Term,High,79,High
CUST8725,48,8664.58,6387.34,46176.45,Low,"Finance, Materials",9,11697.52,478,0.94,Medium,Credit Card,Industrials,Short-Term,High,55,Low
CUST8562,52,40337.58,8524.48,56349.97,Medium,"Materials, Utilities, Industrials",9,29534.72,552,9.57,Low,Personal Loan,Consumer Goods,Medium-Term,High,54,Medium
CUST2461,58,20962.17,634.75,83026.75,Low,"Energy, Real Estate, Healthcare",7,23187.91,691,0.04,High,Pension Fund,Consumer Goods,Medium-Term,High,94,High
CUST5304,66,29572.91,3376.76,40821.9,Low,"Industrials, Healthcare, Energy",6,6957.47,428,8.51,Medium,Wealth Management,Finance,Medium-Term,Moderate,70,Medium
CUST4616,25,43572.15,8088.52,4035.91,Low,"Materials, Energy",5,82.65,629,2.15,High,Personal Loan,Finance,Medium-Term,High,68,High
CUST2012,33,32824.04,1315.04,24199.07,High,"Real Estate, Finance",0,12410.15,600,5.21,High,Personal Loan,Industrials,Long-Term,High,88,High
CUST6259,38,43123.57,4969.08,12099.14,Low,"Technology, Real Estate",0,27469.81,553,2.68,Low,Personal Loan,Energy,Medium-Term,High,91,Low
CUST1547,58,17804.7,845.2,25490.76,Medium,Energy,10,12267.13,371,1.29,High,Mortgage,Healthcare,Long-Term,Moderate,51,Medium
CUST9413,43,16458.58,6576.82,3644.98,Medium,"Real Estate, Consumer Goods, Technology",2,8406.52,330,6.47,Medium,Wealth Management,Healthcare,Medium-Term,Low,72,Medium
CUST8197,49,38198.58,6595.81,79609.4,Medium,Industrials,1,4203.78,386,8.86,Medium,Wealth Management,Industrials,Long-Term,Low,62,Low
CUST7968,59,24897.84,7231.35,61790.43,High,Technology,6,14991.83,422,4.74,Medium,Retirement Plan,Real Estate,Long-Term,Low,96,Medium
CUST9298,58,30300.2,3239.83,50265.22,High,"Industrials, Energy",1,9936.29,492,7.31,High,Pension Fund,Real Estate,Long-Term,Moderate,61,Medium
CUST4749,52,37821.38,4517.83,69551.12,Medium,Materials,1,6756.72,737,9.08,High,Mortgage,Consumer Goods,Short-Term,Low,62,High
CUST4523,37,32422.55,6899.43,19836.82,High,"Materials, Energy",6,5284.14,693,0.07,Low,Personal Loan,Energy,Medium-Term,High,61,Medium
CUST4341,50,23830.6,816.61,67082.75,Low,Industrials,0,8706.53,465,7.51,Medium,Retirement Plan,Energy,Long-Term,Moderate,64,Low
CUST6376,33,24634.16,9807.69,22164.59,High,Finance,10,18560.85,566,9.91,Medium,Retirement Plan,Technology,Short-Term,Moderate,71,Low
CUST5064,60,18573.56,5466.29,60918.55,High,Energy,0,7258.85,312,3.04,Low,Credit Card,Energy,Short-Term,Moderate,62,Medium
CUST7933,62,35811.94,5125.63,51141.1,Low,Consumer Goods,3,8908.3,451,5.44,Medium,Personal Loan,Real Estate,Long-Term,High,99,Medium
CUST4231,36,33689.24,7741.23,47304.53,Low,"Finance, Technology, Real Estate",5,2170.97,372,3.01,Medium,Mortgage,Real Estate,Medium-Term,Low,57,Low
CUST5749,64,6142.18,7326.19,14672.1,Medium,"Technology, Utilities",6,5849.37,471,2.73,High,Credit Card,Materials,Medium-Term,High,64,Low
CUST5379,32,42548.17,1498.04,56334.39,High,"Energy, Finance, Industrials",0,24540.17,624,5.44,High,Personal Loan,Materials,Medium-Term,Moderate,89,Medium
CUST7844,56,14641.3,7370.12,86997.89,Low,"Utilities, Real Estate, Materials",5,7920.93,385,4.79,Medium,Retirement Plan,Finance,Short-Term,High,50,Low
CUST6294,45,32082.45,5060.91,72876.47,Low,"Finance, Industrials, Technology",9,28815.16,358,5.8,Low,Credit Card,Healthcare,Short-Term,Low,81,Low
CUST7362,70,41073.77,3016.8,21975.74,High,"Consumer Goods, Finance",1,16659.12,322,2.67,Medium,Personal Loan,Technology,Short-Term,High,80,High
CUST6762,41,28401.57,7450.92,30422.0,Medium,Real Estate,9,12358.21,542,3.88,High,Pension Fund,Utilities,Medium-Term,Low,81,Medium
CUST2943,19,47292.7,7486.6,92275.78,High,Materials,5,2204.37,539,7.96,High,Mortgage,Technology,Medium-Term,Low,92,Medium
CUST2963,58,20071.83,3792.08,94058.76,Low,Consumer Goods,6,17443.98,737,1.21,Low,Savings Account,Finance,Long-Term,High,60,High
CUST1035,57,4020.35,2831.51,53437.62,High,"Technology, Materials, Real Estate",8,6717.93,570,1.75,Low,Investment Account,Finance,Short-Term,Moderate,88,Low
CUST7408,54,37414.46,1381.77,58409.34,High,"Consumer Goods, Utilities",2,1780.17,833,5.56,Medium,Pension Fund,Consumer Goods,Long-Term,Low,51,High
CUST8905,28,34634.68,9855.57,17488.11,Medium,Energy,0,15033.17,359,0.86,Low,Investment Account,Finance,Medium-Term,Moderate,72,Medium
CUST9419,68,35910.05,4733.41,62058.05,High,Consumer Goods,2,8642.04,304,7.6,Low,Savings Account,Utilities,Short-Term,High,68,High
CUST2306,24,42581.41,8245.06,55433.31,Low,Finance,0,2135.36,510,9.78,Low,Wealth Management,Consumer Goods,Long-Term,Low,70,Low
CUST7977,49,32940.18,4025.06,97326.12,Medium,"Consumer Goods, Real Estate",4,6066.42,345,5.9,High,Retirement Plan,Healthcare,Medium-Term,High,83,Medium
CUST2196,55,1972.06,8459.47,89165.07,Low,"Materials, Industrials",3,17844.78,332,7.31,Medium,Mortgage,Healthcare,Short-Term,High,79,Low
CUST6934,59,21499.32,5861.37,49619.14,Medium,"Finance, Technology",2,23042.12,712,6.61,Medium,Personal Loan,Materials,Short-Term,Low,72,Low
CUST8632,57,22721.34,2211.09,21725.79,High,"Real Estate, Energy, Finance",5,6162.73,584,6.17,High,Personal Loan,Industrials,Medium-Term,Low,55,High
CUST4205,52,8845.66,8896.97,56958.18,Medium,"Finance, Real Estate",5,20713.68,427,9.88,Medium,Investment Account,Technology,Short-Term,Low,93,Medium
CUST5167,57,23627.36,7047.23,64392.73,Low,Real Estate,2,12057.14,388,4.9,High,Mortgage,Materials,Long-Term,Low,53,Low
CUST8879,25,1141.63,4074.68,84154.09,High,Real Estate,4,18774.08,673,1.38,Low,Personal Loan,Healthcare,Medium-Term,Low,59,High
CUST5076,63,26505.16,1456.33,90908.04,High,"Industrials, Finance",5,823.54,321,7.17,Medium,Pension Fund,Technology,Long-Term,Moderate,57,High
CUST6090,24,1349.29,9601.06,24811.19,High,Finance,5,1153.71,542,0.68,Low,Pension Fund,Industrials,Medium-Term,Moderate,83,Medium
CUST3131,55,31258.16,8584.83,30823.97,Medium,"Healthcare, Energy",10,21858.82,405,4.34,Medium,Retirement Plan,Technology,Short-Term,Moderate,92,Low
CUST9423,35,15275.59,6619.36,29025.26,Medium,Industrials,6,394.12,767,9.71,High,Savings Account,Healthcare,Long-Term,Low,94,Medium
CUST5650,66,1915.68,5480.05,39484.4,Medium,"Real Estate, Finance, Healthcare",3,25198.33,775,5.31,Medium,Personal Loan,Real Estate,Medium-Term,Moderate,97,High
CUST1114,62,15191.46,1300.74,25675.2,High,"Real Estate, Finance, Consumer Goods",4,6585.27,618,7.64,Low,Wealth Management,Materials,Short-Term,Low,72,Low
CUST8725,43,12728.2,558.53,72161.09,High,Utilities,3,24139.46,669,4.85,Medium,Personal Loan,Technology,Long-Term,Moderate,99,Low
CUST2310,19,37997.23,2292.53,95395.94,High,"Industrials, Healthcare",8,3221.28,533,2.17,Medium,Mortgage,Healthcare,Long-Term,High,54,Medium
CUST9279,49,14333.07,2797.42,79058.76,Medium,"Technology, Utilities",8,19391.48,430,7.01,Low,Savings Account,Materials,Medium-Term,High,83,Medium
CUST8371,60,49503.18,851.22,12878.68,Low,"Energy, Materials, Industrials",0,7251.2,459,7.56,High,Pension Fund,Technology,Long-Term,High,82,High
CUST1516,68,42843.25,4886.39,90439.43,High,Finance,4,25461.31,705,3.58,High,Pension Fund,Utilities,Long-Term,Low,82,Low
CUST9075,47,41801.05,8921.66,30543.05,Low,Healthcare,4,22221.81,502,3.8,Medium,Savings Account,Utilities,Short-Term,Moderate,99,Low
CUST2056,49,13796.41,3937.95,99113.18,High,"Utilities, Real Estate",0,3633.46,355,3.3,Low,Credit Card,Technology,Short-Term,Moderate,74,Medium
CUST9567,56,39970.4,4907.17,43633.21,High,Consumer Goods,6,20677.19,793,9.5,Medium,Credit Card,Finance,Long-Term,High,79,Medium
CUST2068,39,11675.84,5792.8,31963.01,Medium,Finance,8,16442.87,749,2.37,Medium,Investment Account,Real Estate,Medium-Term,Low,80,Low
CUST8461,46,17355.38,1064.22,35277.89,High,"Finance, Technology",0,13772.63,416,0.9,Low,Retirement Plan,Healthcare,Medium-Term,Moderate,87,Low
CUST4685,41,41244.49,6364.15,97868.56,Low,"Finance, Energy, Technology",9,18962.53,543,6.46,Low,Wealth Management,Healthcare,Medium-Term,Moderate,54,Low
CUST4544,41,9555.75,4837.87,94477.51,Medium,"Healthcare, Materials, Energy",8,11082.95,342,7.61,Low,Mortgage,Consumer Goods,Long-Term,Moderate,83,Medium
CUST4034,61,26915.13,7959.99,7927.67,High,"Healthcare, Energy",7,28404.66,600,6.08,Low,Personal Loan,Technology,Long-Term,Moderate,59,Low
CUST4598,29,3305.59,8797.19,3199.42,Medium,Utilities,7,3693.58,850,3.67,High,Personal Loan,Materials,Short-Term,Moderate,50,Medium
CUST6458,53,8290.31,9452.26,93109.19,High,"Finance, Healthcare, Utilities",7,12128.94,546,9.61,Low,Savings Account,Finance,Long-Term,Moderate,74,High
CUST8555,55,16226.39,6407.03,46585.36,Low,Technology,10,20311.4,566,7.98,Low,Pension Fund,Healthcare,Medium-Term,High,63,Low
CUST5941,18,23967.68,8349.11,85340.71,Medium,"Technology, Utilities, Materials",7,5992.32,544,1.69,High,Wealth Management,Finance,Long-Term,High,66,Low
CUST2176,45,18012.2,6702.03,99017.56,Medium,Consumer Goods,0,9822.2,410,4.92,High,Pension Fund,Real Estate,Medium-Term,Moderate,74,High
CUST4958,41,9823.06,2297.73,31582.86,Medium,Industrials,3,13823.76,554,4.34,High,Retirement Plan,Finance,Medium-Term,High,62,High
CUST1456,45,20309.32,511.45,93371.33,High,Consumer Goods,0,9095.36,379,0.68,Low,Savings Account,Energy,Medium-Term,High,84,High
CUST5689,21,28220.46,1575.15,6907.69,Medium,Utilities,7,14036.71,728,1.71,High,Wealth Management,Industrials,Medium-Term,High,75,High
CUST1548,63,32039.54,3008.37,6371.73,High,Utilities,2,2159.63,673,8.34,High,Personal Loan,Finance,Short-Term,Low,89,High
CUST1916,47,21900.67,4679.54,58230.89,Low,Consumer Goods,5,22089.87,617,3.3,Medium,Wealth Management,Utilities,Medium-Term,Moderate,81,Medium
